snapshot_id,source_id,source_type,trust_level,item_id,requested_url,final_url,status_code,content_type,byte_size,sha256,local_body_path,metadata_path
2026-05-23T101357Z,k8s_access_control_docs,html,official,docs_reference_access_authn_authz_kubelet_authn_authz,https://kubernetes.io/docs/reference/access-authn-authz/kubelet-authn-authz/,https://kubernetes.io/docs/reference/access-authn-authz/kubelet-authn-authz/,200,text/html; charset=UTF-8,488451,befb16cfb12191bdd8112c18429d2e544e67f73bd7cfc871d4c0eeb3021ae849,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_access_control_docs/2026-05-23T101357Z/docs_reference_access_authn_authz_kubelet_authn_authz/body.html,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_access_control_docs/2026-05-23T101357Z/docs_reference_access_authn_authz_kubelet_authn_authz/metadata.json
2026-05-23T101357Z,k8s_access_control_docs,html,official,docs_reference_access_authn_authz_bootstrap_tokens,https://kubernetes.io/docs/reference/access-authn-authz/bootstrap-tokens/,https://kubernetes.io/docs/reference/access-authn-authz/bootstrap-tokens/,200,text/html; charset=UTF-8,496971,8473ee1bbffe090dae1b41bbf4beccf38f494c0a12c3cfa0b574bdaddd433cfc,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_access_control_docs/2026-05-23T101357Z/docs_reference_access_authn_authz_bootstrap_tokens/body.html,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_access_control_docs/2026-05-23T101357Z/docs_reference_access_authn_authz_bootstrap_tokens/metadata.json
2026-05-23T101357Z,k8s_access_control_docs,html,official,docs_reference_access_authn_authz_kubelet_tls_bootstrapping,https://kubernetes.io/docs/reference/access-authn-authz/kubelet-tls-bootstrapping/,https://kubernetes.io/docs/reference/access-authn-authz/kubelet-tls-bootstrapping/,200,text/html; charset=UTF-8,520074,5bcbda0d86c1e9ffc836ad665de4b0a536263d02be0b2d176661b0709e873137,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_access_control_docs/2026-05-23T101357Z/docs_reference_access_authn_authz_kubelet_tls_bootstrapping/body.html,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_access_control_docs/2026-05-23T101357Z/docs_reference_access_authn_authz_kubelet_tls_bootstrapping/metadata.json
2026-05-23T101357Z,k8s_operational_security_docs,html,official,docs_concepts_services_networking_network_policies,https://kubernetes.io/docs/concepts/services-networking/network-policies/,https://kubernetes.io/docs/concepts/services-networking/network-policies/,200,text/html; charset=UTF-8,541678,5f2f58a034d5a385e48d56069e9914c37cd3f2d1183b550e68e8bd9e5981af8b,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_operational_security_docs/2026-05-23T101357Z/docs_concepts_services_networking_network_policies/body.html,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_operational_security_docs/2026-05-23T101357Z/docs_concepts_services_networking_network_policies/metadata.json
2026-05-23T101357Z,k8s_operational_security_docs,html,official,docs_tasks_administer_cluster_encrypt_data,https://kubernetes.io/docs/tasks/administer-cluster/encrypt-data/,https://kubernetes.io/docs/tasks/administer-cluster/encrypt-data/,200,text/html; charset=UTF-8,548228,f153b27383a89014db451795d6e87de6fee4c5ab0e6c1f4d62e1757d2964c13b,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_operational_security_docs/2026-05-23T101357Z/docs_tasks_administer_cluster_encrypt_data/body.html,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_operational_security_docs/2026-05-23T101357Z/docs_tasks_administer_cluster_encrypt_data/metadata.json
2026-05-23T101357Z,k8s_operational_security_docs,html,official,docs_tasks_debug_debug_cluster_audit,https://kubernetes.io/docs/tasks/debug/debug-cluster/audit/,https://kubernetes.io/docs/tasks/debug/debug-cluster/audit/,200,text/html; charset=UTF-8,518922,214a837cf7ba62b71b31c6a8a3b06c7ba99d3d2d618692e0853ead7bbdb64d8c,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_operational_security_docs/2026-05-23T101357Z/docs_tasks_debug_debug_cluster_audit/body.html,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_operational_security_docs/2026-05-23T101357Z/docs_tasks_debug_debug_cluster_audit/metadata.json
2026-05-23T101357Z,k8s_operational_security_docs,html,official,docs_concepts_cluster_administration_admission_webhooks_good_practices,https://kubernetes.io/docs/concepts/cluster-administration/admission-webhooks-good-practices/,https://kubernetes.io/docs/concepts/cluster-administration/admission-webhooks-good-practices/,200,text/html; charset=UTF-8,516601,dc18f37f5b322bd5bad8ac60ca9cd2ce6c057157a8c7216aa797a056e954611a,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_operational_security_docs/2026-05-23T101357Z/docs_concepts_cluster_administration_admission_webhooks_good_practices/body.html,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_operational_security_docs/2026-05-23T101357Z/docs_concepts_cluster_administration_admission_webhooks_good_practices/metadata.json
2026-05-23T101357Z,k8s_cve_feed,json_feed,official,docs_reference_issues_security_official_cve_feed_index_json,https://kubernetes.io/docs/reference/issues-security/official-cve-feed/index.json,https://kubernetes.io/docs/reference/issues-security/official-cve-feed/index.json,200,application/json,271429,091df621c89632dcdddb53b128f307bb8bb0d6e80b54c8fd4da3fb3ea0932a7d,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_cve_feed/2026-05-23T101357Z/docs_reference_issues_security_official_cve_feed_index_json/body.json,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/k8s_cve_feed/2026-05-23T101357Z/docs_reference_issues_security_official_cve_feed_index_json/metadata.json
2026-05-23T101357Z,nsa_cisa_k8s_hardening,pdf,official,2022_aug_29_2003066362_1_1_0_ctr_kubernetes_hardening_guidance_1_2_20220829_pdf,https://media.defense.gov/2022/Aug/29/2003066362/1/1/0/CTR_KUBERNETES_HARDENING_GUIDANCE_1.2_20220829.PDF,https://media.defense.gov/2022/Aug/29/2003066362/1/1/0/CTR_KUBERNETES_HARDENING_GUIDANCE_1.2_20220829.PDF,200,application/pdf,4799812,5738e33f80064ab3fe465f513a7b698bc88e1538e53d35e43b2cab4171d1d509,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/nsa_cisa_k8s_hardening/2026-05-23T101357Z/2022_aug_29_2003066362_1_1_0_ctr_kubernetes_hardening_guidance_1_2_20220829_pdf/body.pdf,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/nsa_cisa_k8s_hardening/2026-05-23T101357Z/2022_aug_29_2003066362_1_1_0_ctr_kubernetes_hardening_guidance_1_2_20220829_pdf/metadata.json
2026-05-23T101357Z,nist_sp_800_190,pdf,official,nistpubs_specialpublications_nist_sp_800_190_pdf,https://nvlpubs.nist.gov/nistpubs/specialpublications/nist.sp.800-190.pdf,https://nvlpubs.nist.gov/nistpubs/specialpublications/nist.sp.800-190.pdf,200,application/pdf,666229,0ebad52c4a3aba971b3a707b056e57238d1c4ad8f212dffd461ff9f5fed1bdb6,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/nist_sp_800_190/2026-05-23T101357Z/nistpubs_specialpublications_nist_sp_800_190_pdf/body.pdf,/Users/alien/Desktop/Adv ai/rag-k8s-security/submission_ready/data/raw/nist_sp_800_190/2026-05-23T101357Z/nistpubs_specialpublications_nist_sp_800_190_pdf/metadata.json
